	logFC	logCPM	F	PValue	FDR
ATP6V0A2	13.917244011074	5.9216300222985	1334.26169774744	7.19953993569932e-20	2.16252785988062e-19
ZNF226	14.6428117495489	4.70622197956389	1335.83047655604	7.21010171995773e-20	2.16519921849448e-19
EXOSC9	14.3657785336468	5.6026782348729	1334.00007531383	7.22471245644435e-20	2.16908496350199e-19
LRRC20	16.4598692300052	2.40389350713996	1372.15245024557	7.24134218272046e-20	2.17357493500298e-19
DOLK	16.2638751506056	3.48379347383625	1345.60616578861	7.24528621734913e-20	2.17425594947918e-19
RALGAPB	12.0136846612863	7.52781033455577	1333.08930473447	7.2470307557745e-20	2.17427674940354e-19
PPFIBP2	13.4905184815984	6.52589792722688	1333.06326984741	7.25377763988172e-20	2.17579801220302e-19
DNASE2	15.5759536342647	3.66178693036214	1343.33046276023	7.25973506767515e-20	2.17708182632523e-19
POLR3D	14.123366735146	5.21770665439284	1333.62443483864	7.26673414029559e-20	2.17867734827666e-19
ATP5G3	15.116640771834	6.08950893623593	1332.73527818861	7.28486714105411e-20	2.18360948322728e-19
ZNF689	17.4642566470993	2.67986790328518	1362.49184687019	7.30418580387153e-20	2.18876518243938e-19
NEK8	17.3528055045891	1.80499985025256	1352.1005577367	7.30544014972447e-20	2.18876518243938e-19
TBCE	14.1127056614198	5.21045714019799	1332.72312132208	7.31625625054261e-20	2.19149988173996e-19
ZCCHC4	15.3036042091568	3.86706388236123	1339.38450274837	7.31838365411214e-20	2.19163132087498e-19
FBXL3	13.523916905882	6.75397274816932	1331.58116365213	7.33316919817373e-20	2.19555254955241e-19
ORC4	13.2572066510453	6.18511156663845	1331.63083764893	7.33543082329705e-20	2.19572317010084e-19
GXYLT1	13.5250119563857	5.86750876883731	1331.46786856498	7.35282721640329e-20	2.20042297536773e-19
C21orf33	15.9048217494529	4.83202659502487	1333.06238205141	7.35611618802712e-20	2.20089976958055e-19
TAF10	15.2379868516294	4.98756006778916	1332.26596081527	7.3652321515895e-20	2.2031193384531e-19
NVL	13.7428118280395	5.62441367677455	1331.25593767237	7.37187560485288e-20	2.20459846717478e-19
SCFD2	15.069884420716	4.63808350958954	1332.42220083251	7.40405046582069e-20	2.21371045832497e-19
CTNNA1	11.1477029795157	9.13016360248596	1330.08554672899	7.40859527959984e-20	2.21451209903355e-19
POLR2I	15.6708221732043	4.33759604045734	1333.68055437696	7.41176872492642e-20	2.21451209903355e-19
TOMM34	14.1072226088089	4.72291571196897	1332.31803595097	7.41185034147602e-20	2.21451209903355e-19
CBFB	12.3432069993858	6.68791195758376	1330.08364349225	7.41619324552264e-20	2.21529970388121e-19
PRKRIP1	15.2416506560398	4.07275817211184	1334.87701856569	7.44599193904473e-20	2.22368912510036e-19
ANXA7	13.120517429299	7.33210503663596	1328.63208884413	7.4913676445467e-20	2.23672557300602e-19
C5orf25	15.7837015581578	3.56311116332884	1339.86662530097	7.50662251725221e-20	2.24076480339044e-19
B4GALT3	15.4542735436145	4.391912060922	1331.22131899038	7.52670515099801e-20	2.24618893778337e-19
DBF4	13.6102978500078	5.39907109721392	1328.72033413466	7.52825478030484e-20	2.24618893778337e-19
MAT2B	13.2996475616231	6.94165641605825	1327.88635932401	7.5369806875918e-20	2.24827562271326e-19
HIST1H2BK	13.6167185754835	6.13642199360111	1327.86326635967	7.54463703911325e-20	2.25004237432562e-19
SLC12A9	14.9386004688074	3.91955780230673	1335.09652916954	7.56195211305551e-20	2.25443225259489e-19
PATZ1	14.0206899486162	4.63330388840896	1330.21662146717	7.56283074797607e-20	2.25443225259489e-19
WDFY3	12.3575645911665	7.1247795183604	1327.20813006367	7.57286858566678e-20	2.25690611649527e-19
STX12	14.9799421531524	6.39883757905132	1327.37117844959	7.57557797285829e-20	2.25719528259246e-19
GPAM	14.3228710681924	4.99979783027965	1328.20560912419	7.58658449219454e-20	2.25984074847573e-19
KIAA0913	14.3855716253738	5.49409072249024	1327.49190218514	7.5879389643711e-20	2.25984074847573e-19
MRPL54	17.8998726019835	3.041634234424	1349.72138341835	7.6071504431054e-20	2.26504256942108e-19
ADAMTS3	19.5848017006299	1.15300815158126	1199.86420815305	7.61259778715034e-20	2.26614464861065e-19
TMEM53	18.8475763683834	1.61810771123081	1315.63365196207	7.6162323020103e-20	2.26670669680788e-19
KIAA0355	14.231297093639	5.60619515502128	1326.76061596764	7.62456608733251e-20	2.2686667411162e-19
ZNF652	12.513758468847	7.21953660643437	1326.11126518112	7.63510267611366e-20	2.27128117426723e-19
RASSF7	16.5245431299763	3.65827490952515	1335.87367861612	7.64819875019713e-20	2.27465562737875e-19
USP4	13.6387569605221	5.88358693502363	1326.0231880357	7.65760651876333e-20	2.27693184437639e-19
XPA	15.5773734737614	4.37292896635827	1328.99166198403	7.66234573065441e-20	2.27781917632074e-19
SLC3A2	13.6593636282639	5.90740804529985	1325.69343473082	7.67628471047626e-20	2.28144033105728e-19
LSM2	16.5989390530412	2.95055703919382	1349.68185494358	7.70346456612862e-20	2.28899419880456e-19
HIRA	14.0809182931177	5.4474105895332	1325.11949088921	7.72579132081276e-20	2.29497377917492e-19
MASTL	14.2087456384286	5.08127360645998	1325.63209829204	7.72712490561244e-20	2.29497377917492e-19
ATP2B1	14.0020137951898	7.80501058873976	1324.03893311914	7.75299101996417e-20	2.30168997200548e-19
NACC2	15.689289468233	4.77543419523483	1326.06410516371	7.75328496618228e-20	2.30168997200548e-19
PPP2R5C	12.5943156453116	7.30785493317223	1323.68366278904	7.77437481914283e-20	2.30742306832048e-19
POFUT2	15.6975805778029	3.93324303573712	1329.92511987816	7.78851477330682e-20	2.31039946842335e-19
HDAC2	12.3086078168378	6.98598500110192	1323.4729426499	7.78906235226928e-20	2.31039946842335e-19
CLIC1	11.5079302638726	8.64829553477256	1323.37489028316	7.7897434885743e-20	2.31039946842335e-19
POLL	15.6941454638617	3.45693045043474	1337.29580377598	7.80178207038547e-20	2.31344138660117e-19
ZNF337	14.6538808645228	4.41739324349163	1326.2603145462	7.81862811370056e-20	2.31790713311374e-19
ATP5J	15.3970898118082	5.5237961665492	1323.43315916477	7.83059807935551e-20	2.32088457798434e-19
APOBEC3F	16.936068159698	2.77739430700642	1351.69861037218	7.83224782461778e-20	2.32088457798434e-19
DFFB	15.6622428657393	3.75476117587378	1331.21458054042	7.83537257367448e-20	2.32128054402468e-19
PEAR1	17.9130084283459	2.12303775090917	1357.85306751019	7.83739882138968e-20	2.32135096537692e-19
ZNF276	14.9412894221973	4.76160870350555	1324.32670988602	7.84380640971078e-20	2.32271876321324e-19
KDM2B	14.1970257056266	4.93478464671888	1323.90879135963	7.84604018423237e-20	2.3228502634843e-19
MTM1	16.1200851958985	5.7310952858599	1323.15190438672	7.8503585406454e-20	2.32359871149456e-19
BRWD3	12.0934826871003	7.20656901274537	1322.21529346667	7.86118572689181e-20	2.32541067695223e-19
SLC7A8	14.6145399885844	5.15559506387209	1323.17060071129	7.8614568314587e-20	2.32541067695223e-19
GPR137B	15.9007902599938	3.72505129542203	1330.95574251708	7.86185534360611e-20	2.32541067695223e-19
ZXDC	12.4410633548963	6.59381554498068	1322.18677548205	7.86755993505932e-20	2.32656779214251e-19
FAM193B	15.3781603075659	4.05665468287374	1327.40540456708	7.87330015130821e-20	2.3277349126157e-19
BBS4	15.6953789201611	3.94909684197505	1327.88982333181	7.89456643842933e-20	2.33349072658561e-19
LCOR	12.5237276070892	7.6765248213674	1321.37834819295	7.9090082586825e-20	2.33722719010565e-19
CLDN3	14.4772836114768	6.55557190703607	1321.19305349733	7.92798526570482e-20	2.34230186122429e-19
FAM60A	11.7317715862499	7.41389863402523	1320.79636457779	7.94514556898096e-20	2.34642678089232e-19
FBXO46	16.2583477331291	3.62382663928389	1331.02794832589	7.94556260268261e-20	2.34642678089232e-19
FOXA3	16.8071758086445	3.92782348533052	1328.11988954981	7.96583344538007e-20	2.35187789553203e-19
FAM98C	17.8784619999368	2.24283534817291	1355.90174508937	7.97652772046372e-20	2.35449973354329e-19
PSMA1	13.4890731340222	6.36744423157122	1320.36237716955	7.97893806552558e-20	2.35467569696354e-19
MYO5B	11.8878001754924	8.50864617464375	1319.9012071951	7.99547000767601e-20	2.35901807750914e-19
ICA1L	17.1021938344158	2.53129692172133	1355.24702441888	8.00183951259632e-20	2.36036079622699e-19
BCL11B	14.0343413992912	5.12556309915169	1320.70862279245	8.01547587853949e-20	2.36384597654088e-19
SLC9A3R2	16.7405507433845	3.94672346161238	1326.88045907398	8.02075723507082e-20	2.36486615524726e-19
ELP4	15.7451816481371	4.15707230944526	1323.8192859362	8.03787539953638e-20	2.3693750808672e-19
TIPRL	13.5682084881011	6.6310572731651	1318.85946579159	8.06650405902194e-20	2.37727420940158e-19
ARRB2	16.776793293398	3.8403297516381	1327.02653806864	8.08127505850489e-20	2.38108669657968e-19
TAF3	15.9484869076798	3.81530748207231	1326.05328238276	8.09144408111246e-20	2.38354182316747e-19
CDK2	14.4872606765085	4.90185095745336	1319.23111347171	8.12832490669149e-20	2.39386269489332e-19
PAPD5	13.9829500380936	5.80240463457384	1318.07982089196	8.13025215024544e-20	2.39388708389373e-19
CCNT2	12.8934186635512	6.73202502945948	1317.55440182823	8.14499452747976e-20	2.39768391862463e-19
KIAA1586	15.8166400329394	3.73789188425391	1326.15909977214	8.14762123194598e-20	2.39791328728859e-19
CCDC107	17.9313322476835	2.88106719671647	1342.61512509121	8.17799926334216e-20	2.40630814869458e-19
RNF25	15.910769691593	3.6555367183167	1325.88225992756	8.23809843459871e-20	2.4234424202778e-19
FXC1	13.7476594792721	6.19456519050257	1316.0212430541	8.24453699406121e-20	2.42478689431046e-19
EEF1E1	15.037202514707	4.06819736489031	1321.38799671657	8.24962385161644e-20	2.4257333024497e-19
SLC35D2	14.6117952283135	5.85983159825197	1316.0377419362	8.25627391426289e-20	2.42713882521445e-19
PEX5	14.0229919877923	4.89946899527561	1317.05963191535	8.27151627233642e-20	2.43106906020504e-19
ENPP4	14.3317228945886	6.03838426510726	1315.56166929351	8.28009042078226e-20	2.43303811571956e-19
FBRS	15.5974782488772	4.15820224469638	1319.62892387648	8.29436248533597e-20	2.43655337413182e-19
SEC31A	12.3000605210667	7.80044332317132	1315.02961928599	8.29580812103282e-20	2.43655337413182e-19
WRB	16.4691657664239	3.42896086969857	1328.1787164043	8.29873587878091e-20	2.43686183191623e-19
SCAMP4	16.1528286178614	3.78062505956504	1322.86733310192	8.32437956921069e-20	2.44383900540116e-19
MLH3	13.1952345762566	6.14357653424597	1314.70937793647	8.32745828179777e-20	2.44418998280084e-19
STARD10	15.3510803586397	6.39049627420672	1314.71131887109	8.33333898201409e-20	2.4453630261714e-19
LRIG2	14.6156370805974	5.06786841264012	1315.44525980396	8.3382751488041e-20	2.44625843481755e-19
NDST1	15.1402198200842	5.3242987578475	1314.89112748453	8.35644098859049e-20	2.45103384386251e-19
HEMK1	15.7212516432996	3.99855733439242	1319.81273189184	8.36054042686594e-20	2.45168220063925e-19
MARK4	16.1932942103385	3.21403886618383	1332.40741851796	8.36253820741427e-20	2.45171410422475e-19
XKR8	18.7609844859198	1.36508327216606	1272.35891853201	8.36810547206205e-20	2.45279225207528e-19
ASXL2	12.230792257837	7.03936653445514	1313.62182116175	8.38717631922054e-20	2.457383595769e-19
SRSF5	13.2058349073555	7.55934750426203	1313.57544893145	8.3875563057683e-20	2.457383595769e-19
RHBDD3	17.4596371006447	2.09513979976718	1351.43475215474	8.40722056117984e-20	2.46258893395516e-19
GNB5	17.7879153511417	2.49586723125825	1345.65681643882	8.42165545447932e-20	2.46572454504954e-19
LOC101060200	16.1644056716046	2.57356081084654	1349.12617667103	8.42172502365714e-20	2.46572454504954e-19
CANX	9.40408566756615	10.5028031744359	1312.79964017427	8.43469276401224e-20	2.46896430726466e-19
MAPK7	17.8400402165305	2.99002347883515	1336.25501323652	8.44839026060482e-20	2.47241617119256e-19
COX7A2L	13.7424387095196	6.46719188611499	1312.39214917873	8.47162986468904e-20	2.47865834115868e-19
EDEM1	14.0959681370612	6.51302771816111	1311.56607160454	8.52404108253055e-20	2.493154540636e-19
SYNC	17.2978023374116	4.07311658264667	1319.22915374849	8.52501722115924e-20	2.493154540636e-19
STRA13	16.9951153642183	3.25889023040621	1328.11127019993	8.53011994478856e-20	2.49377286609555e-19
ZNF674	16.2914603475934	3.06739928616659	1333.32216586886	8.53097428574177e-20	2.49377286609555e-19
PLOD1	13.8307287695367	5.36085847630914	1311.89986630932	8.542136046909e-20	2.49647340132474e-19
SIX5	17.6849414620367	2.16295348477577	1348.26745175061	8.54569170183729e-20	2.49695030612666e-19
TCAIM	14.0814525663237	5.52297870493139	1311.48291417465	8.55700059969869e-20	2.49969189249357e-19
MFSD12	15.5083590777764	3.62454278102603	1321.82021003435	8.55912000238736e-20	2.49974839133631e-19
PA2G4	11.7016938259622	7.94602188371554	1310.81365141912	8.56333616747051e-20	2.50041710050843e-19
SDHB	14.8651954621013	6.24897314173811	1310.73231400404	8.58661169757847e-20	2.50664942021752e-19
ZNF274	15.4113630181552	4.54122564000336	1312.94782751805	8.5929856408965e-20	2.50794604527087e-19
TAPBP	12.4965431633661	7.5476664088773	1310.09126944385	8.61129090209827e-20	2.51272357505246e-19
MAVS	13.0247010218477	7.56621301888238	1310.03583229255	8.61495105390085e-20	2.51278705477499e-19
CRB3	17.7050606252665	3.27947628644021	1328.2575581728	8.61538053297534e-20	2.51278705477499e-19
BBS5	16.8427254677129	2.50478628227431	1346.83134048976	8.62029129119399e-20	2.51365447468899e-19
NTPCR	15.0999175329003	4.51363755085975	1312.53810543218	8.62316832851807e-20	2.5139286104186e-19
PDIK1L	14.8214633133058	5.36890230249454	1310.38512568423	8.64110602763079e-20	2.51859230030586e-19
CHKB	15.7080260951414	4.08825068024501	1314.65911963353	8.64367051616644e-20	2.51877412728613e-19
FAM168A	16.7670642183637	3.26388680991035	1326.19570373204	8.64583844030102e-20	2.51884033931912e-19
NFIX	13.7054670117693	5.42284327592026	1310.21647098491	8.64849603123635e-20	2.51904914697973e-19
TPRKB	15.7760125934401	4.33632494015547	1312.91125505072	8.66160974648969e-20	2.52177161844101e-19
ZSCAN21	16.5210153005877	3.12427233595888	1328.80284449238	8.66172885045844e-20	2.52177161844101e-19
TULP4	12.7963464259793	6.72100887121008	1309.23749586663	8.67282472854498e-20	2.52388198584981e-19
MTAP	13.0551241244383	6.00745197875636	1309.38323944375	8.67286667454361e-20	2.52388198584981e-19
OXNAD1	14.9300821088389	5.22802229718249	1309.53515065387	8.7062529347052e-20	2.53302974309659e-19
ISCU	13.8196912525485	6.34815367962555	1308.48656075918	8.72614313533351e-20	2.53824768609354e-19
CCNJ	14.818760793712	4.47673111648722	1311.14256275309	8.73030039928082e-20	2.53888794269025e-19
BRIX1	13.9583349236284	5.44505296803895	1308.84321445404	8.73300359304171e-20	2.53910514413281e-19
EML2	15.2133700911062	4.72867420978181	1310.02062859327	8.74311136831689e-20	2.54147463492463e-19
ZNF81	14.6224622870718	4.85187532718001	1309.61928065199	8.74573968185504e-20	2.54166939836087e-19
RANBP2	9.76926943807108	9.49274902313087	1307.90076595395	8.75325345842866e-20	2.54328356026294e-19
RND3	14.1422801024711	6.67709655719486	1307.97067163271	8.75881929504734e-20	2.54433114660742e-19
COMMD3-BMI1	14.3471372651672	5.70714579185072	1308.13678087543	8.76904211025333e-20	2.54673075741727e-19
ADAM9	11.0493398251766	8.26154342631666	1307.52792169847	8.77820169163381e-20	2.5488205761905e-19
BOLA2B	16.30401835905	3.61978176959527	1317.83784187726	8.78043844986189e-20	2.54889981303416e-19
PDIA4	11.1966608418756	8.57128362870721	1307.36894617044	8.78871544073069e-20	2.55073205959847e-19
ESRP1	12.7769764433038	8.04184115986104	1306.80846077741	8.82716343565938e-20	2.56131800204389e-19
ERCC6L2	14.9488966912916	4.75020556559744	1308.47653775679	8.84013994872862e-20	2.56450997752679e-19
FAM83F	16.5750114558348	3.79238146787927	1315.05684797156	8.8421855207211e-20	2.56453018711596e-19
LOC100996485	17.7068348310218	1.10979651904575	1138.33160925491	8.84614997982083e-20	2.56510680491722e-19
C9orf69	15.6698986163651	4.62762279327295	1308.88945800063	8.84988477314335e-20	2.56561658411051e-19
ZNF630	16.6117929791033	2.66776021373518	1338.97596434306	8.88149345910985e-20	2.5742050827554e-19
CRELD2	15.6744515723139	5.32743212741185	1306.93039850057	8.8861430451762e-20	2.57497768661179e-19
ZNF428	16.4807385540775	3.41764736037812	1319.30479306313	8.89248401795499e-20	2.57611520320908e-19
PDPK1	13.4425400174412	6.69090357195454	1305.93015704079	8.89403823528768e-20	2.57611520320908e-19
GDPD3	19.007362112147	3.55413635881473	1325.9281041501	8.92727028130044e-20	2.58516378806333e-19
ARMCX5-GPRASP2	16.630658831644	3.20646105843583	1322.6444711948	8.9506821308536e-20	2.59136523257526e-19
EPB41	13.3314397187906	7.09728569425479	1304.52091518126	8.98584842357438e-20	2.60096625088251e-19
NAA15	11.7034466018082	7.66482566167322	1304.43648989394	8.98848330242438e-20	2.60114882457449e-19
RANGRF	17.9293821883403	2.08762167086009	1338.68508880897	8.99386307722182e-20	2.6021254765774e-19
ZDHHC12	16.1648996953304	4.00265147071336	1310.24803938941	8.99871872604051e-20	2.60265461040853e-19
RBM14	17.1913858592749	2.87043273769627	1329.87121947005	8.99970251291584e-20	2.60265461040853e-19
CA13	16.8247749216142	3.60159856419805	1314.64301256551	9.03627750309352e-20	2.61264971514036e-19
LRRC49	15.9047487760768	3.38639429731204	1318.13100619808	9.05878105685003e-20	2.61857281373845e-19
COA1	15.7484647959632	3.08536622390266	1326.95785129088	9.07397285826945e-20	2.62238017651924e-19
TMCO3	13.5046208280124	6.23629033863054	1303.31398371571	9.07679845933075e-20	2.62261280506798e-19
NCBP2	12.9460382681678	6.59715936640433	1303.09629845143	9.08786494812415e-20	2.62522588830855e-19
BRD3	13.4959961899126	5.79976340452776	1303.28878338234	9.09273712259408e-20	2.62604884544167e-19
AHCTF1	11.4001909173288	7.76473758173794	1302.83069340089	9.09887747325272e-20	2.62667519623265e-19
MCOLN1	18.0457829368088	2.3843416193596	1335.02765881347	9.09895344962015e-20	2.62667519623265e-19
PSMD6	13.627388278776	6.38970629433987	1302.92155950185	9.10253923761466e-20	2.62712601211921e-19
HIST1H1C	12.1819264854719	8.04412957765483	1301.93279881674	9.16038603705995e-20	2.64294642569823e-19
ALG8	15.4588637547744	4.28267284168783	1305.6462832103	9.16142689669185e-20	2.64294642569823e-19
EXTL2	14.8759316030609	4.31531851693262	1305.57902578981	9.16749174501587e-20	2.64390807327287e-19
DLD	12.3546835545203	8.0308854784273	1301.81196378489	9.16883445396502e-20	2.64390807327287e-19
SCRN2	16.966133336419	3.0779444231685	1321.96880088903	9.18106385806549e-20	2.64684646410111e-19
PRUNE	15.518347720444	4.48020258315351	1304.33322941269	9.18999670399623e-20	2.64883338265972e-19
SYTL3	17.775188023982	2.93317126213422	1325.36091873212	9.19541427035462e-20	2.64980643461218e-19
KDM4A	13.6465365399045	6.06706259246534	1301.42414615201	9.21272141125419e-20	2.65420446607476e-19
SDF2	16.2384942578913	4.21478501707217	1304.85723915425	9.27637141629e-20	2.67194905929933e-19
ORMDL3	14.8995255278895	5.24563107919184	1301.09808593158	9.28104486353573e-20	2.67270204756668e-19
TECPR1	16.2844022731351	3.84078338634778	1307.5278282385	9.2957491835995e-20	2.67634269418673e-19
PLEKHA1	12.980457226891	6.47013443474343	1299.66924876715	9.32948426751216e-20	2.68545966529253e-19
UBL5	15.8580927328748	4.37122733561547	1302.76408782038	9.34768927081022e-20	2.69010330478594e-19
MRPL21	15.8660602919956	4.43684676696939	1302.31762162533	9.35611558921842e-20	2.69193137292099e-19
PRR15	14.7173151950196	6.21843209210503	1299.28780293888	9.36624542867118e-20	2.69424865732986e-19
RAP1GDS1	13.7970021474841	5.93365215461611	1298.97504988264	9.39069130142273e-20	2.7001218821201e-19
MRPS25	14.0525254107689	5.83028397929201	1298.99653482073	9.39217289765498e-20	2.7001218821201e-19
PDS5B	11.9190162742987	7.08606952538501	1298.7019910783	9.39290415114589e-20	2.7001218821201e-19
UBL7	16.5258540970974	3.42728585135644	1311.6037357934	9.40663429291307e-20	2.70347002851459e-19
BAK1	16.9489101937814	3.70240463711949	1308.33650311036	9.42126046664294e-20	2.7070741553367e-19
IL28RA	16.9005401885789	4.2921537959176	1303.38773938168	9.42923659914283e-20	2.70876630854969e-19
PACRGL	15.6051269673585	3.92911144448276	1304.42290726495	9.43701691445679e-20	2.71040147228888e-19
DCLRE1B	15.3407016209132	4.12780308659795	1302.66921969696	9.44598223714044e-20	2.71237618265145e-19
TXNDC17	15.5773715481824	4.59830202661665	1300.26442509069	9.45150561757116e-20	2.7133618980415e-19
CPNE1	12.4751226136382	6.55458703632848	1297.86524320755	9.45864542573319e-20	2.71481112296752e-19
RAB33B	15.0964891905167	4.64382160538734	1299.81862733045	9.46389112015901e-20	2.71571618060013e-19
ZFYVE27	15.2592026786444	4.57196058384417	1300.02966984346	9.467104347187e-20	2.71603773921618e-19
MAP4	11.9608117446044	7.60102515910098	1297.42879299209	9.48244928971184e-20	2.71983888024685e-19
HOMEZ	15.7410695160563	4.44276207437363	1300.18758873048	9.50270807995765e-20	2.72504746287606e-19
RNF11	14.2390938057159	6.46694940392597	1296.70227319816	9.54403091068154e-20	2.73629284713355e-19
PARD6G	19.4569059234703	1.23423348206292	1194.20835593699	9.54893212979236e-20	2.73709342121411e-19
POGK	13.049130509281	6.20110835986648	1296.41795426257	9.56808032448892e-20	2.74197647453172e-19
TAF9B	16.2727131940795	3.96818791329552	1302.45179494159	9.57706474021749e-20	2.74394532590028e-19
PES1	14.112697142687	5.64409038675694	1296.33918510071	9.59410648099764e-20	2.74822132016924e-19
EPB41L1	14.1561652251204	5.35587499826544	1295.3837985212	9.68386431053275e-20	2.77332027551643e-19
CHURC1-FNTB	14.5957537805581	4.97749092970033	1295.89654325832	9.68647243566627e-20	2.77336911738019e-19
C1orf172	16.8477284034124	3.38979394398751	1308.74358399967	9.68830848154848e-20	2.77336911738019e-19
ZNF624	16.2545943042809	3.81486590199945	1302.14669995093	9.69979149148613e-20	2.77563218495839e-19
SMG6	14.1510334873863	5.60132447316867	1294.91751107772	9.70049124814796e-20	2.77563218495839e-19
RPRD2	12.8626371809457	6.58662888192636	1294.31531835676	9.71876817401709e-20	2.78024888980753e-19
SELT	13.8877153414481	6.76293244346655	1293.97077087951	9.74258216352447e-20	2.78615833409345e-19
ATXN7	13.6416776533379	6.18952321127673	1294.0293710954	9.743718836929e-20	2.78615833409345e-19
PFKM	14.1596560814808	5.33027661567737	1294.55030758554	9.74750355171788e-20	2.78662662109573e-19
APOPT1	15.7623394041957	4.16341198192757	1298.03632413276	9.76172590307641e-20	2.78987660031801e-19
DIP2A	13.9119043749653	5.77622648928589	1293.97226024813	9.76317090580506e-20	2.78987660031801e-19
DDX46	12.1183350544242	7.12984881097226	1293.54399337519	9.77073541136351e-20	2.7914236166429e-19
EGFR	14.1104608334639	6.27952699191122	1293.55339668715	9.77918086978797e-20	2.79277060300171e-19
TMEM138	16.0119400351138	3.88154861752615	1300.22561186762	9.77975374885797e-20	2.79277060300171e-19
LMO4	15.2675803543721	4.98236068536574	1294.61982960926	9.78865114979885e-20	2.79469650843025e-19
AGAP11	18.3486721494436	1.768082900151	1310.02904656684	9.81733280241925e-20	2.80226880234439e-19
ZNF673	15.793409903675	3.45334132703296	1305.62034321652	9.84642809521049e-20	2.80990104610022e-19
RAP2C	14.2448501300221	5.73762869361723	1292.87863859524	9.84840115471907e-20	2.80990104610022e-19
EMC3	15.4970584234191	5.09790322645565	1293.5571013027	9.85739568300303e-20	2.81184919933399e-19
PSME1	13.3939766832066	6.55826376820263	1292.36381589732	9.86449224891366e-20	2.81325521640629e-19
CHTOP	14.3380419846212	5.19638533047993	1293.06025208759	9.87330369005661e-20	2.81514957366531e-19
BLCAP	14.2899254133179	5.71495817171497	1292.48804916912	9.87873178221951e-20	2.81553372623429e-19
PTPN21	15.7251671573997	5.32022549129322	1293.05150022902	9.87993858758997e-20	2.81553372623429e-19
DIMT1	14.0992748325409	5.01179831301791	1293.31333257835	9.8811588897428e-20	2.81553372623429e-19
CPSF6	11.8791215427991	7.37183881472604	1291.98828589017	9.88685652479765e-20	2.81653886820344e-19
LARGE	15.7913160005502	4.74592223689729	1293.6378310638	9.91809084839068e-20	2.82430983593051e-19
HNRNPR	11.6424833531416	8.16942957978021	1291.50207995881	9.91983751428726e-20	2.82430983593051e-19
EMC6	16.51164742458	3.33075512456297	1306.53475656226	9.92088736129215e-20	2.82430983593051e-19
KLF8	18.2057643388137	2.54952426781219	1320.58571051042	9.92283908763628e-20	2.82430983593051e-19
GLI1	19.4876075195542	1.28072423104098	1201.23893445083	9.92968559631086e-20	2.82528541556022e-19
HDDC3	17.1448972190898	2.46252077897695	1327.17227891937	9.93062028336983e-20	2.82528541556022e-19
COMMD8	15.4301559006035	4.64322213775217	1293.51130988692	9.93823558834079e-20	2.82683234058898e-19
LRP6	12.0123878319539	7.67133345394605	1291.25597909386	9.94064918015043e-20	2.82689933630965e-19
LOC100505549	18.4956349473358	1.52177433043947	1281.82656895364	9.95397146129227e-20	2.8295129084711e-19
MOSPD2	14.5349538623705	4.6403593614402	1293.32952001085	9.9541998151468e-20	2.8295129084711e-19
GNPTG	16.0196733489427	4.37941423606538	1294.25150054016	9.97714657284935e-20	2.83541461285333e-19
ASAH2B	17.2334875756695	2.45361899408443	1326.09565470023	9.98936025940556e-20	2.83826415951893e-19
VIPAS39	15.5451279913348	4.28953361594422	1293.91768710338	1.00165052928394e-19	2.8453539548208e-19
LARP1B	13.1411357237539	6.75383696689284	1290.09496376545	1.00362754955032e-19	2.85034616315396e-19
CREBBP	12.047210511305	7.19091475004715	1289.88437632194	1.00481178952219e-19	2.85308514902834e-19
CLN8	16.1378729179832	4.25040396620871	1293.92801080919	1.00588615621468e-19	2.8549217937773e-19
C7orf73	14.8219454616961	5.09737214636079	1290.75745897443	1.0059845908476e-19	2.8549217937773e-19
USP22	12.0223214486317	7.72982550739475	1289.68643321181	1.00611852105227e-19	2.8549217937773e-19
ERAP1	11.9235521907528	7.83109837090695	1289.52953478587	1.00723536062818e-19	2.85746617390015e-19
HSPA9	10.6524982801876	9.34458695539782	1289.45930069011	1.00765146886643e-19	2.8580219437101e-19
SPATS2	14.3484466878385	5.09843909251906	1290.45845079924	1.00813871423301e-19	2.85877919423865e-19
UEVLD	14.7612672620117	5.85270488215752	1289.78978299369	1.00837381969273e-19	2.85882127693139e-19
TMEM18	14.8412678662442	4.96173235542022	1290.03381313091	1.01340939543105e-19	2.8724700902598e-19
ATP6V0C	16.2313678826302	3.94154978302982	1295.24014305145	1.01365082623148e-19	2.87252709031841e-19
TOM1L1	13.4771833549457	6.6379643719386	1288.44749771746	1.0165553878733e-19	2.88012931220422e-19
KRT10	17.8114967423434	2.50094400987924	1319.81338319283	1.01934782347995e-19	2.88741060692847e-19
YKT6	13.96675670012	6.11270022169717	1288.13241591234	1.01995127396111e-19	2.88848954500136e-19
PDP1	13.7544293893782	6.3412037432841	1287.96463708661	1.02065951929425e-19	2.8898647253316e-19
GDI2	10.7134694219452	9.34998187049798	1287.62664213731	1.02195859238237e-19	2.89291179291838e-19
EYA3	13.9228036711566	5.82720578419728	1287.63086953656	1.02494837143858e-19	2.90074245811194e-19
NRBP2	15.6927763947358	4.08477844039119	1292.15619049141	1.02561434384771e-19	2.90147830754886e-19
CDC42SE1	13.2471139230238	6.63715558658602	1287.28890463855	1.0256554800088e-19	2.90147830754886e-19
GEMIN7	16.8530023487194	2.79514688724859	1314.71983016816	1.02684570116561e-19	2.90421232412911e-19
